Customer_ID,Customer_Name,Email,Signup_Date,Transaction_Date,Product_Category,Purchase_Amount,Payment_Method,Device
CUST-0004,Mason Clark,mason.clark752@email.com,2023-02-26,2024-01-24,Clothing,71.95,Debit Card,Desktop
CUST-0026,Frank Olatunji,frank.anderson979@email.com,2023-07-14,2024-01-24,Automotive,369.28,Google Pay,Mobile
CUST-0196,Quinn Allen,quinn.allen824@email.com,2023-10-05,2024-01-24,Jewelry,2448.91,Google Pay,Tablet
CUST-0229,James Martin,james.martin755@email.com,2023-09-23,2024-01-24,Beauty & Health,58.68,Bank Transfer,Mobile
CUST-0251,Xavier Rodriguez,xavier.rodriguez784@email.com,2024-01-08,2024-01-24,Toys & Games,132.60,Bank Transfer,Mobile
CUST-0251,Xavier Rodriguez,xavier.rodriguez784@email.com,2024-01-08,2024-01-24,Beauty & Health,82.66,Bank Transfer,Mobile
CUST-0315,Eve Williams,eve.williams706@email.com,2023-06-18,2024-01-24,Beauty & Health,78.99,PayPal,Mobile
CUST-0360,Uma Wright,uma.wright565@email.com,2023-04-27,2024-01-24,Automotive,511.73,Apple Pay,Tablet
CUST-0444,Wendy Davis,wendy.davis576@email.com,2023-06-23,2024-01-24,Automotive,900.49,Google Pay,Mobile
CUST-0459,Olivia Clark,olivia.clark528@email.com,2023-10-21,2024-01-24,Toys & Games,109.58,Credit Card,Desktop
CUST-0006,Ella Davis,ella.davis42@email.com,2023-11-04,2024-01-25,Beauty & Health,186.37,PayPal,Tablet
CUST-0018,Emily Allen,emily.allen879@email.com,2024-01-04,2024-01-25,Beauty & Health,42.38,Google Pay,Tablet
CUST-0018,Emily Allen,emily.allen879@email.com,2024-01-04,2024-01-25,Electronics,1319.45,Debit Card,Tablet
CUST-0027,Sam Martin,sam.martin535@email.com,2024-01-15,2024-01-25,Beauty & Health,154.28,Debit Card,Tablet
CUST-0072,Abigail Davis,abigail.davis775@email.com,2023-09-17,2024-01-25,Automotive,268.76,PayPal,Tablet
CUST-0116,Henry Garcia,henry.garcia476@email.com,2023-08-17,2024-01-25,Toys & Games,64.49,Bank Transfer,Tablet
CUST-0189,Uma Brown,uma.brown801@email.com,2024-01-18,2024-01-25,Food & Grocery,271.67,Debit Card,Mobile
CUST-0230,Isabella Wright,isabella.wright677@email.com,2023-02-28,2024-01-25,Clothing,210.91,Google Pay,Desktop
CUST-0257,Wendy Harris,wendy.harris102@email.com,2023-12-11,2024-01-25,Electronics,1530.95,PayPal,Tablet
CUST-0372,Ava Robinson,ava.robinson210@email.com,2023-11-11,2024-01-25,Books,53.16,Bank Transfer,Tablet
CUST-0418,Frank Robinson,frank.robinson540@email.com,2023-10-09,2024-01-25,Food & Grocery,70.17,Apple Pay,Desktop
CUST-0467,David Allen,david.allen430@email.com,2023-05-12,2024-01-25,Food & Grocery,87.17,Credit Card,Desktop
CUST-0495,Peter Hernandez,peter.hernandez1@email.com,2023-12-30,2024-01-25,Electronics,1127.41,Google Pay,Desktop
CUST-0500,Noah Jackson,noah.jackson939@email.com,2023-12-15,2024-01-25,Jewelry,226.84,Apple Pay,Tablet
CUST-0082,Harper Lewis,harper.lewis461@email.com,2023-05-10,2024-01-26,Food & Grocery,150.70,Credit Card,Desktop
CUST-0105,Jack Clark,jack.clark137@email.com,2023-12-06,2024-01-26,Automotive,574.03,Google Pay,Desktop
CUST-0106,Kate Olatunji,kate.anderson885@email.com,2023-12-25,2024-01-26,Sports & Outdoors,761.79,Apple Pay,Mobile
CUST-0116,Henry Garcia,henry.garcia476@email.com,2023-08-17,2024-01-26,Automotive,134.37,Bank Transfer,Mobile
CUST-0205,Isabella Davis,isabella.davis195@email.com,2024-01-16,2024-01-26,Books,57.56,Credit Card,Mobile
CUST-0209,Abigail Allen,abigail.allen197@email.com,2023-12-30,2024-01-26,Automotive,457.97,Google Pay,Mobile
CUST-0216,Sophia Martin,sophia.martin115@email.com,2023-11-06,2024-01-26,Jewelry,975.83,Bank Transfer,Tablet
CUST-0293,Ella White,ella.white58@email.com,2023-07-13,2024-01-26,Clothing,206.80,Apple Pay,Mobile
CUST-0329,Ethan Brown,ethan.brown688@email.com,2023-04-09,2024-01-26,Automotive,438.35,PayPal,Desktop
CUST-0356,Harper Johnson,harper.johnson645@email.com,2023-12-23,2024-01-26,Beauty & Health,30.78,Credit Card,Mobile
CUST-0357,Ethan Rodriguez,ethan.rodriguez450@email.com,2023-02-28,2024-01-26,Automotive,174.16,Debit Card,Mobile
CUST-0362,Benjamin Scott,benjamin.scott431@email.com,2024-01-18,2024-01-26,Electronics,1471.10,Google Pay,Desktop
CUST-0366,Emily Thomas,emily.thomas59@email.com,2023-09-11,2024-01-26,Books,24.61,Google Pay,Desktop
CUST-0388,Ethan Hall,ethan.hall226@email.com,2023-12-07,2024-01-26,Beauty & Health,181.19,Google Pay,Mobile
CUST-0055,Olivia Miller,olivia.miller99@email.com,2023-02-08,2024-01-27,Electronics,438.64,PayPal,Mobile
CUST-0060,William Garcia,william.garcia763@email.com,2023-05-19,2024-01-27,Food & Grocery,294.93,PayPal,Mobile
CUST-0096,Yara Walker,yara.walker518@email.com,2023-05-20,2024-01-27,Food & Grocery,254.16,Apple Pay,Mobile
CUST-0116,Henry Garcia,henry.garcia476@email.com,2023-08-17,2024-01-27,Beauty & Health,182.81,Bank Transfer,Tablet
CUST-0266,David Harris,david.harris629@email.com,2023-12-21,2024-01-27,Beauty & Health,122.80,Bank Transfer,Desktop
CUST-0369,David Jones,david.jones676@email.com,2023-08-29,2024-01-27,Toys & Games,133.11,Credit Card,Mobile
CUST-0394,James Lewis,james.lewis89@email.com,2023-05-30,2024-01-27,Food & Grocery,153.60,Google Pay,Tablet
CUST-0399,Mason King,mason.king401@email.com,2023-05-30,2024-01-27,Sports & Outdoors,707.37,PayPal,Mobile
CUST-0461,Henry Brown,henry.brown702@email.com,2023-09-06,2024-01-27,Clothing,93.08,Apple Pay,Desktop
CUST-0015,Charlotte Olatunji,charlotte.anderson962@email.com,2023-04-15,2024-01-28,Automotive,432.53,Bank Transfer,Mobile
CUST-0031,Liam Obaje,liam.martinez802@email.com,2023-12-20,2024-01-28,Electronics,719.64,PayPal,Desktop
CUST-0072,Abigail Davis,abigail.davis775@email.com,2023-09-17,2024-01-28,Electronics,537.37,Bank Transfer,Mobile
CUST-0091,Joseph Clark,joseph.clark385@email.com,2023-08-04,2024-01-28,Automotive,885.30,Google Pay,Tablet
CUST-0172,Abigail Johnson,abigail.johnson816@email.com,2024-01-26,2024-01-28,Beauty & Health,190.82,Debit Card,Mobile
CUST-0180,Ella White,ella.white304@email.com,2023-06-04,2024-01-28,Books,46.54,PayPal,Desktop
CUST-0183,Isabella Hall,isabella.hall366@email.com,2023-05-21,2024-01-28,Automotive,102.54,Credit Card,Mobile
CUST-0213,Tara Lee,tara.lee473@email.com,2023-10-30,2024-01-28,Sports & Outdoors,673.59,Apple Pay,Tablet
CUST-0258,Tara Johnson,tara.johnson349@email.com,2023-06-15,2024-01-28,Electronics,818.80,Debit Card,Tablet
CUST-0351,Wendy Owem,wendy.gonzalez900@email.com,2024-01-09,2024-01-28,Toys & Games,100.96,Credit Card,Mobile
CUST-0436,Victor Wilson,victor.wilson659@email.com,2023-08-27,2024-01-28,Electronics,1781.92,Credit Card,Desktop
CUST-0436,Victor Wilson,victor.wilson659@email.com,2023-08-27,2024-01-28,Food & Grocery,241.92,Apple Pay,Desktop
CUST-0437,Abigail Adewale,abigail.moore447@email.com,2024-01-23,2024-01-28,Food & Grocery,145.09,Credit Card,Desktop
CUST-0040,Rachel Smith,rachel.smith84@email.com,2024-01-29,2024-01-29,Electronics,122.70,PayPal,Mobile
CUST-0098,Noah Robinson,noah.robinson745@email.com,2023-02-07,2024-01-29,Food & Grocery,211.96,Credit Card,Desktop
CUST-0117,Peter Martin,peter.martin976@email.com,2023-07-29,2024-01-29,Home & Garden,382.91,Credit Card,Mobile
CUST-0118,Jack King,jack.king133@email.com,2023-11-20,2024-01-29,Sports & Outdoors,82.86,Apple Pay,Tablet
CUST-0128,Ethan Obaje,ethan.martinez882@email.com,2023-03-17,2024-01-29,Books,59.08,Apple Pay,Desktop
CUST-0211,Sam Lewis,sam.lewis212@email.com,2023-09-22,2024-01-29,Electronics,391.79,Debit Card,Tablet
CUST-0269,Frank King,frank.king278@email.com,2023-09-10,2024-01-29,Jewelry,357.59,PayPal,Tablet
CUST-0316,Diana Jackson,diana.jackson289@email.com,2023-10-22,2024-01-29,Beauty & Health,130.26,Bank Transfer,Desktop
CUST-0375,Isabella Wilson,isabella.wilson781@email.com,2023-10-28,2024-01-29,Automotive,919.72,Debit Card,Tablet
CUST-0383,Harper Harris,harper.harris643@email.com,2023-09-21,2024-01-29,Automotive,773.52,Credit Card,Desktop
CUST-0434,Sam King,sam.king313@email.com,2023-09-14,2024-01-29,Toys & Games,140.81,PayPal,Tablet
CUST-0448,Lucas Miller,lucas.miller247@email.com,2023-04-30,2024-01-29,Clothing,276.28,Bank Transfer,Desktop
CUST-0002,Mia Adewale,mia.moore897@email.com,2023-05-20,2024-01-30,Jewelry,491.54,Bank Transfer,Desktop
CUST-0038,Mason Miller,mason.miller341@email.com,2023-06-29,2024-01-30,Beauty & Health,113.24,Credit Card,Tablet
CUST-0047,Kate Smith,kate.smith226@email.com,2023-03-16,2024-01-30,Clothing,219.08,Bank Transfer,Mobile
CUST-0112,Lucas Thomas,lucas.thomas61@email.com,2023-02-20,2024-01-30,Jewelry,447.46,PayPal,Tablet
CUST-0145,Tara Hall,tara.hall469@email.com,2023-02-21,2024-01-30,Home & Garden,453.44,Debit Card,Mobile
CUST-0151,Ella Lee,ella.lee765@email.com,2023-08-11,2024-01-30,Sports & Outdoors,237.62,Apple Pay,Mobile
CUST-0176,Ava Jones,ava.jones96@email.com,2023-12-10,2024-01-30,Clothing,107.71,Bank Transfer,Mobile
CUST-0280,Abigail Owem,abigail.gonzalez243@email.com,2023-04-10,2024-01-30,Toys & Games,28.68,Bank Transfer,Mobile
CUST-0348,Uma Lopez,uma.lopez45@email.com,2023-04-03,2024-01-30,Books,14.97,Credit Card,Tablet
CUST-0370,Emily Wilson,emily.wilson453@email.com,2024-01-05,2024-01-30,Electronics,566.46,Bank Transfer,Tablet
CUST-0026,Frank Olatunji,frank.anderson979@email.com,2023-07-14,2024-01-31,Clothing,181.76,Credit Card,Tablet
CUST-0063,Lucas Robinson,lucas.robinson170@email.com,2023-11-24,2024-01-31,Clothing,287.11,Credit Card,Tablet
CUST-0172,Abigail Johnson,abigail.johnson816@email.com,2024-01-26,2024-01-31,Automotive,613.72,Credit Card,Mobile
CUST-0184,Yara Martin,yara.martin317@email.com,2023-06-22,2024-01-31,Electronics,1465.19,Google Pay,Tablet
CUST-0221,Kate Nwachukwu,kate.green556@email.com,2023-06-28,2024-01-31,Home & Garden,568.97,Credit Card,Desktop
CUST-0233,Mason Thomas,mason.thomas131@email.com,2023-11-23,2024-01-31,Books,67.38,Google Pay,Tablet
CUST-0363,Uma Adewale,uma.moore226@email.com,2023-06-15,2024-01-31,Toys & Games,116.19,Google Pay,Desktop
CUST-0368,Joseph White,joseph.white995@email.com,2023-09-01,2024-01-31,Electronics,1271.65,Debit Card,Tablet
CUST-0373,Quinn Smith,quinn.smith968@email.com,2024-01-28,2024-01-31,Jewelry,2213.73,Credit Card,Mobile
CUST-0395,Emma Johnson,emma.johnson719@email.com,2023-02-11,2024-01-31,Beauty & Health,65.75,Apple Pay,Mobile
CUST-0408,Daniel Thompson,daniel.thompson760@email.com,2024-01-11,2024-01-31,Sports & Outdoors,182.66,Google Pay,Mobile
CUST-0412,Ivy Harris,ivy.harris571@email.com,2023-12-17,2024-01-31,Food & Grocery,183.54,Apple Pay,Mobile
CUST-0467,David Allen,david.allen430@email.com,2023-05-12,2024-01-31,Electronics,349.36,Credit Card,Desktop
CUST-0016,Olivia Obaje,olivia.martinez852@email.com,2023-04-30,2024-02-01,Sports & Outdoors,378.58,Debit Card,Desktop
CUST-0034,Alice Harris,alice.harris211@email.com,2024-01-18,2024-02-01,Beauty & Health,89.11,Apple Pay,Mobile
CUST-0037,Sophia Walker,sophia.walker653@email.com,2023-06-05,2024-02-01,Jewelry,2853.61,Google Pay,Desktop
CUST-0057,Kate Taylor,kate.taylor556@email.com,2023-05-18,2024-02-01,Automotive,497.02,Debit Card,Mobile
CUST-0111,Eve Miller,eve.miller14@email.com,2023-05-23,2024-02-01,Food & Grocery,157.31,Google Pay,Tablet
CUST-0116,Henry Garcia,henry.garcia476@email.com,2023-08-17,2024-02-01,Automotive,109.70,PayPal,Mobile
CUST-0137,Rachel Lewis,rachel.lewis594@email.com,2023-02-15,2024-02-01,Beauty & Health,38.44,PayPal,Mobile
CUST-0164,Diana Allen,diana.allen778@email.com,2023-02-21,2024-02-01,Automotive,845.18,Credit Card,Mobile
CUST-0212,Ethan Williams,ethan.williams93@email.com,2023-10-14,2024-02-01,Clothing,88.57,Credit Card,Desktop
CUST-0240,Kate Johnson,kate.johnson117@email.com,2023-10-28,2024-02-01,Home & Garden,377.43,Bank Transfer,Desktop
CUST-0242,Sophia Clark,sophia.clark697@email.com,2023-07-13,2024-02-01,Sports & Outdoors,358.53,PayPal,Mobile
CUST-0258,Tara Johnson,tara.johnson349@email.com,2023-06-15,2024-02-01,Electronics,1376.23,Credit Card,Mobile
CUST-0264,Quinn Wilson,quinn.wilson221@email.com,2023-07-27,2024-02-01,Jewelry,2138.78,Google Pay,Desktop
CUST-0274,Jack Thomas,jack.thomas371@email.com,2023-06-16,2024-02-01,Toys & Games,131.92,Google Pay,Desktop
CUST-0283,Benjamin Jones,benjamin.jones788@email.com,2023-09-26,2024-02-01,Toys & Games,70.63,Apple Pay,Tablet
CUST-0288,Sophia Johnson,sophia.johnson501@email.com,2024-01-22,2024-02-01,Home & Garden,169.09,PayPal,Tablet
CUST-0479,Victor Hall,victor.hall801@email.com,2023-03-09,2024-02-01,Automotive,428.60,Apple Pay,Mobile
CUST-0488,Daniel Martin,daniel.martin281@email.com,2023-03-23,2024-02-01,Books,59.68,Google Pay,Mobile
CUST-0081,Peter Owem,peter.gonzalez496@email.com,2023-12-22,2024-02-02,Beauty & Health,73.27,Apple Pay,Mobile
CUST-0110,Rachel Allen,rachel.allen32@email.com,2023-07-06,2024-02-02,Beauty & Health,67.79,PayPal,Mobile
CUST-0152,Charlie Robinson,charlie.robinson825@email.com,2023-12-12,2024-02-02,Books,23.12,Apple Pay,Mobile
CUST-0180,Ella White,ella.white304@email.com,2023-06-04,2024-02-02,Food & Grocery,68.63,Credit Card,Tablet
CUST-0189,Uma Brown,uma.brown801@email.com,2024-01-18,2024-02-02,Beauty & Health,149.43,PayPal,Tablet
CUST-0260,Emily Lewis,emily.lewis49@email.com,2023-12-19,2024-02-02,Food & Grocery,70.22,PayPal,Tablet
CUST-0362,Benjamin Scott,benjamin.scott431@email.com,2024-01-18,2024-02-02,Toys & Games,119.00,Google Pay,Mobile
CUST-0375,Isabella Wilson,isabella.wilson781@email.com,2023-10-28,2024-02-02,Food & Grocery,231.22,Apple Pay,Desktop
CUST-0387,Daniel Smith,daniel.smith595@email.com,2023-07-26,2024-02-02,Beauty & Health,101.74,Google Pay,Tablet
CUST-0402,Quinn Taylor,quinn.taylor918@email.com,2024-01-04,2024-02-02,Toys & Games,125.43,PayPal,Tablet
CUST-0449,Sophia Miller,sophia.miller522@email.com,2023-03-16,2024-02-02,Food & Grocery,273.81,Credit Card,Tablet
CUST-0466,Lucas Davis,lucas.davis432@email.com,2023-04-16,2024-02-02,Toys & Games,133.32,Debit Card,Mobile
CUST-0039,Bob Lopez,bob.lopez954@email.com,2023-01-30,2024-02-03,Automotive,813.92,Bank Transfer,Tablet
CUST-0048,Wendy Lewis,wendy.lewis309@email.com,2023-12-01,2024-02-03,Books,45.26,Credit Card,Mobile
CUST-0110,Rachel Allen,rachel.allen32@email.com,2023-07-06,2024-02-03,Automotive,893.24,Apple Pay,Desktop
CUST-0182,Sam Lopez,sam.lopez346@email.com,2023-11-04,2024-02-03,Toys & Games,43.08,Debit Card,Mobile
CUST-0229,James Martin,james.martin755@email.com,2023-09-23,2024-02-03,Electronics,399.29,PayPal,Tablet
CUST-0234,Liam Jackson,liam.jackson924@email.com,2024-01-02,2024-02-03,Food & Grocery,290.73,Credit Card,Tablet
CUST-0279,Mia Lopez,mia.lopez613@email.com,2023-10-10,2024-02-03,Food & Grocery,259.92,Bank Transfer,Tablet
CUST-0284,Charlotte Lewis,charlotte.lewis987@email.com,2023-01-09,2024-02-03,Clothing,250.59,Credit Card,Desktop
CUST-0290,Abigail Hall,abigail.hall286@email.com,2024-01-30,2024-02-03,Automotive,180.57,Apple Pay,Mobile
CUST-0292,Yara Lopez,yara.lopez325@email.com,2024-01-17,2024-02-03,Clothing,114.29,Credit Card,Mobile
CUST-0301,Emily Lewis,emily.lewis444@email.com,2023-04-05,2024-02-03,Electronics,1377.20,Credit Card,Mobile
CUST-0319,Sam Harris,sam.harris514@email.com,2024-01-08,2024-02-03,Sports & Outdoors,503.23,Credit Card,Tablet
CUST-0326,Zack Obaje,zack.martinez247@email.com,2023-11-03,2024-02-03,Books,45.30,PayPal,Desktop
CUST-0382,Bob Garcia,bob.garcia408@email.com,2023-11-28,2024-02-03,Jewelry,922.19,Google Pay,Desktop
CUST-0386,Xavier Hernandez,xavier.hernandez917@email.com,2024-01-16,2024-02-03,Toys & Games,36.79,Apple Pay,Desktop
CUST-0415,William Robinson,william.robinson694@email.com,2023-07-30,2024-02-03,Clothing,286.07,Credit Card,Desktop
CUST-0420,Yara Thomas,yara.thomas114@email.com,2023-11-16,2024-02-03,Automotive,580.92,Google Pay,Desktop
CUST-0441,Peter Hernandez,peter.hernandez674@email.com,2023-11-29,2024-02-03,Home & Garden,83.15,Debit Card,Tablet
CUST-0486,Alice Wilson,alice.wilson929@email.com,2023-06-26,2024-02-03,Clothing,277.04,Google Pay,Mobile
CUST-0028,Peter Hall,peter.hall795@email.com,2023-10-12,2024-02-04,Beauty & Health,132.04,Debit Card,Tablet
CUST-0126,Emily Hernandez,emily.hernandez811@email.com,2024-01-20,2024-02-04,Food & Grocery,244.23,Apple Pay,Desktop
CUST-0129,Abigail Obaje,abigail.martinez837@email.com,2023-01-17,2024-02-04,Clothing,27.71,PayPal,Mobile
CUST-0157,William Hall,william.hall703@email.com,2023-04-22,2024-02-04,Electronics,1698.94,Credit Card,Mobile
CUST-0231,Wendy Clark,wendy.clark652@email.com,2024-01-19,2024-02-04,Sports & Outdoors,371.54,Credit Card,Desktop
CUST-0240,Kate Johnson,kate.johnson117@email.com,2023-10-28,2024-02-04,Food & Grocery,150.05,Credit Card,Desktop
CUST-0271,Noah Adewale,noah.moore375@email.com,2023-04-10,2024-02-04,Sports & Outdoors,874.77,PayPal,Mobile
CUST-0324,Kate Thompson,kate.thompson880@email.com,2023-02-17,2024-02-04,Clothing,16.50,PayPal,Desktop
CUST-0368,Joseph White,joseph.white995@email.com,2023-09-01,2024-02-04,Home & Garden,40.58,Apple Pay,Mobile
CUST-0371,James Johnson,james.johnson228@email.com,2023-12-22,2024-02-04,Books,15.93,Google Pay,Mobile
CUST-0414,Quinn Jackson,quinn.jackson961@email.com,2023-09-04,2024-02-04,Home & Garden,74.78,Bank Transfer,Desktop
CUST-0460,Peter Baker,peter.baker674@email.com,2023-08-26,2024-02-04,Electronics,1159.60,Debit Card,Tablet
CUST-0047,Kate Smith,kate.smith226@email.com,2023-03-16,2024-02-05,Automotive,585.34,PayPal,Tablet
CUST-0121,Daniel Garcia,daniel.garcia63@email.com,2023-05-12,2024-02-05,Beauty & Health,65.63,Bank Transfer,Tablet
CUST-0124,Yara Jones,yara.jones634@email.com,2023-12-02,2024-02-05,Clothing,96.83,PayPal,Desktop
CUST-0171,Eve Nwachukwu,eve.green65@email.com,2023-01-02,2024-02-05,Jewelry,507.79,Credit Card,Mobile
CUST-0176,Ava Jones,ava.jones96@email.com,2023-12-10,2024-02-05,Toys & Games,82.18,PayPal,Desktop
CUST-0187,Joseph Adewale,joseph.moore215@email.com,2024-01-26,2024-02-05,Electronics,619.80,Bank Transfer,Desktop
CUST-0206,Mia Young,mia.young801@email.com,2023-06-28,2024-02-05,Jewelry,2002.79,Debit Card,Mobile
CUST-0211,Sam Lewis,sam.lewis212@email.com,2023-09-22,2024-02-05,Automotive,453.52,Debit Card,Tablet
CUST-0298,Ethan Lewis,ethan.lewis152@email.com,2023-08-09,2024-02-05,Automotive,742.34,Google Pay,Mobile
CUST-0345,Zack Baker,zack.baker438@email.com,2023-11-21,2024-02-05,Toys & Games,134.88,PayPal,Mobile
CUST-0411,Frank Johnson,frank.johnson463@email.com,2023-05-02,2024-02-05,Sports & Outdoors,687.60,Google Pay,Desktop
CUST-0458,Xavier Garcia,xavier.garcia828@email.com,2023-10-11,2024-02-05,Beauty & Health,106.22,Apple Pay,Tablet
CUST-0480,Lucas Wright,lucas.wright52@email.com,2023-12-07,2024-02-05,Sports & Outdoors,399.12,PayPal,Mobile
CUST-0002,Mia Adewale,mia.moore897@email.com,2023-05-20,2024-02-06,Food & Grocery,167.30,PayPal,Mobile
CUST-0055,Olivia Miller,olivia.miller99@email.com,2023-02-08,2024-02-06,Home & Garden,157.50,Apple Pay,Tablet
CUST-0077,Alice Scott,alice.scott693@email.com,2023-10-14,2024-02-06,Books,54.46,Credit Card,Tablet
CUST-0136,William Martin,william.martin72@email.com,2023-11-27,2024-02-06,Sports & Outdoors,235.46,Bank Transfer,Mobile
CUST-0147,Olivia Lopez,olivia.lopez197@email.com,2023-08-14,2024-02-06,Food & Grocery,36.14,PayPal,Mobile
CUST-0178,Sophia Olatunji,sophia.anderson104@email.com,2023-12-03,2024-02-06,Clothing,18.84,Credit Card,Tablet
CUST-0212,Ethan Williams,ethan.williams93@email.com,2023-10-14,2024-02-06,Clothing,96.00,Credit Card,Tablet
CUST-0215,Olivia Jones,olivia.jones294@email.com,2023-08-05,2024-02-06,Toys & Games,33.41,PayPal,Desktop
CUST-0242,Sophia Clark,sophia.clark697@email.com,2023-07-13,2024-02-06,Clothing,151.81,Bank Transfer,Mobile
CUST-0279,Mia Lopez,mia.lopez613@email.com,2023-10-10,2024-02-06,Food & Grocery,242.59,Bank Transfer,Mobile
CUST-0283,Benjamin Jones,benjamin.jones788@email.com,2023-09-26,2024-02-06,Sports & Outdoors,340.83,Bank Transfer,Desktop
CUST-0300,Joseph Lewis,joseph.lewis556@email.com,2023-05-11,2024-02-06,Books,19.76,Credit Card,Mobile
CUST-0335,Diana Rodriguez,diana.rodriguez517@email.com,2023-09-01,2024-02-06,Home & Garden,53.26,Apple Pay,Desktop
CUST-0370,Emily Wilson,emily.wilson453@email.com,2024-01-05,2024-02-06,Sports & Outdoors,475.36,Debit Card,Mobile
CUST-0382,Bob Garcia,bob.garcia408@email.com,2023-11-28,2024-02-06,Beauty & Health,140.40,Apple Pay,Mobile
CUST-0036,Tara Rodriguez,tara.rodriguez797@email.com,2023-10-13,2024-02-07,Beauty & Health,22.65,PayPal,Tablet
CUST-0092,Henry Wilson,henry.wilson869@email.com,2023-09-24,2024-02-07,Beauty & Health,123.54,Google Pay,Desktop
CUST-0092,Henry Wilson,henry.wilson869@email.com,2023-09-24,2024-02-07,Automotive,421.37,Google Pay,Mobile
CUST-0096,Yara Walker,yara.walker518@email.com,2023-05-20,2024-02-07,Beauty & Health,150.02,Bank Transfer,Mobile
CUST-0146,Jack Clark,jack.clark929@email.com,2023-10-06,2024-02-07,Home & Garden,87.43,Apple Pay,Tablet
CUST-0192,Mason Thompson,mason.thompson510@email.com,2023-11-13,2024-02-07,Sports & Outdoors,305.51,PayPal,Desktop
CUST-0197,Sam Martin,sam.martin484@email.com,2023-10-16,2024-02-07,Clothing,140.10,Google Pay,Desktop
CUST-0271,Noah Adewale,noah.moore375@email.com,2023-04-10,2024-02-07,Jewelry,2151.58,Debit Card,Tablet
CUST-0287,Ella Martin,ella.martin638@email.com,2023-03-11,2024-02-07,Toys & Games,104.80,Credit Card,Desktop
CUST-0382,Bob Garcia,bob.garcia408@email.com,2023-11-28,2024-02-07,Electronics,1190.12,Debit Card,Desktop
CUST-0386,Xavier Hernandez,xavier.hernandez917@email.com,2024-01-16,2024-02-07,Electronics,1238.84,PayPal,Mobile
CUST-0387,Daniel Smith,daniel.smith595@email.com,2023-07-26,2024-02-07,Automotive,964.02,Debit Card,Tablet
CUST-0422,Abigail Olatunji,abigail.anderson90@email.com,2023-10-02,2024-02-07,Books,28.38,Debit Card,Tablet
CUST-0431,Evelyn Brown,evelyn.brown765@email.com,2023-08-17,2024-02-07,Jewelry,1062.83,Apple Pay,Mobile
CUST-0013,Emily Williams,emily.williams848@email.com,2023-08-15,2024-02-08,Food & Grocery,112.98,Bank Transfer,Desktop
CUST-0028,Peter Hall,peter.hall795@email.com,2023-10-12,2024-02-08,Home & Garden,414.66,Debit Card,Mobile
CUST-0064,Harper Smith,harper.smith427@email.com,2024-01-06,2024-02-08,Sports & Outdoors,606.84,Bank Transfer,Tablet
CUST-0162,Sophia King,sophia.king462@email.com,2023-10-25,2024-02-08,Beauty & Health,118.34,Debit Card,Desktop
CUST-0187,Joseph Adewale,joseph.moore215@email.com,2024-01-26,2024-02-08,Food & Grocery,24.02,Google Pay,Tablet
CUST-0201,Harper Walker,harper.walker636@email.com,2023-10-09,2024-02-08,Electronics,1379.19,Apple Pay,Tablet
CUST-0212,Ethan Williams,ethan.williams93@email.com,2023-10-14,2024-02-08,Clothing,259.18,Credit Card,Mobile
CUST-0217,Henry Williams,henry.williams735@email.com,2023-10-21,2024-02-08,Books,70.54,Apple Pay,Mobile
CUST-0228,Xavier Obaje,xavier.martinez206@email.com,2023-08-29,2024-02-08,Toys & Games,103.01,Debit Card,Desktop
CUST-0291,Evelyn Martin,evelyn.martin585@email.com,2023-01-27,2024-02-08,Beauty & Health,121.93,Credit Card,Tablet
CUST-0302,Ava Robinson,ava.robinson61@email.com,2023-12-17,2024-02-08,Electronics,582.80,Credit Card,Mobile
CUST-0320,Kate Wright,kate.wright539@email.com,2023-06-20,2024-02-08,Toys & Games,101.37,Debit Card,Tablet
CUST-0437,Abigail Adewale,abigail.moore447@email.com,2024-01-23,2024-02-08,Sports & Outdoors,768.37,Debit Card,Mobile
CUST-0485,Charlotte Thompson,charlotte.thompson522@email.com,2023-03-17,2024-02-08,Automotive,147.52,Bank Transfer,Desktop
CUST-0142,Noah Adewale,noah.moore580@email.com,2023-02-15,2024-02-09,Toys & Games,129.50,Bank Transfer,Mobile
CUST-0190,Amelia Obaje,amelia.martinez420@email.com,2023-12-04,2024-02-09,Books,46.38,Bank Transfer,Tablet
CUST-0274,Jack Thomas,jack.thomas371@email.com,2023-06-16,2024-02-09,Beauty & Health,92.39,PayPal,Desktop
CUST-0319,Sam Harris,sam.harris514@email.com,2024-01-08,2024-02-09,Electronics,830.15,Debit Card,Mobile
CUST-0390,Harper Smith,harper.smith924@email.com,2023-09-04,2024-02-09,Clothing,188.95,Apple Pay,Mobile
CUST-0401,Jack Jackson,jack.jackson438@email.com,2023-02-21,2024-02-09,Home & Garden,203.72,Bank Transfer,Desktop
CUST-0404,Benjamin Nwachukwu,benjamin.green936@email.com,2023-05-24,2024-02-09,Electronics,1216.44,Apple Pay,Mobile
CUST-0407,Mason White,mason.white579@email.com,2023-01-01,2024-02-09,Clothing,298.73,Bank Transfer,Mobile
CUST-0419,Ella Taylor,ella.taylor154@email.com,2023-10-02,2024-02-09,Automotive,959.00,Bank Transfer,Mobile
CUST-0462,Ethan Smith,ethan.smith467@email.com,2023-11-04,2024-02-09,Clothing,180.41,Bank Transfer,Mobile
