student_id,first_name,middle_name,last_name,gender,date_of_birth,admission_date,class_level,study_group,attendance,disciplinary_count,suspension_count,family_income_level,daily_study_hours,daily_gaming_hours,computers_at_home,smartphone,has_job,mother_occupation,father_occupation,Agriculture,Geography,French,Economics,Biology,Igbo,History,Physics,Chemistry,Further Mathematics,Civic Education,Computer Science,Hausa,English Language,Government,Mathematics,Yoruba,Literature in English
ALA-20240926299,Samuel,Chioma,Adebayo,M,2011-02-28,2024-09-26,10,Arts,93.5,0,0,Upper Middle,2-3 Hours,2-3 Hours,4,Yes,No,Plumber,Tailor,36,,,63,,,82,,,,75,,92,100,46,67,,100
ALA-20240705300,Ifeoma,Emeka,Lawal,F,2011-02-20,2024-07-05,10,Arts,93.9,0,0,Upper Middle,2-3 Hours,1-2 Hours,4,Yes,No,At home,Professor,2,,,69,,,42,,,,30,,,39,100,100,100,78
ALA-20240801301,Ronke,,Chukwu,F,2011-09-30,2024-08-01,10,Arts,85.4,1,1,Lower Middle,2-3 Hours,0-1 Hour,1,Yes,No,Painter,Painter,78,,100,89,,,75,,,,100,,,100,48,43,,100
ALA-20240706302,Omolara,Chioma,Abdullahi,F,2008-02-13,2024-07-06,10,Arts,90.3,0,0,Low,1-2 Hours,2-3 Hours,2,Yes,No,Fisherman,Teacher,64,,65,100,,78,63,,,,100,,77,100,88,76,,56
ALA-20240704303,Adewale,Ola,Aliyu,M,2010-04-08,2024-07-04,10,Arts,87.9,0,0,Low,2-3 Hours,2-3 Hours,3,Yes,No,Restaurant Owner,Pharmacist,48,,,100,,,95,,,,65,,,100,35,64,100,100
ALA-20240715304,Ibrahim,Chibuike,Musa,M,2008-08-30,2024-07-15,10,Science,90.5,0,0,Low,1-2 Hours,0-1 Hour,4,Yes,No,Lawyer,Electrician,23,67,,,100,,,100,49,79,,100,,44,,100,,
ALA-20240821305,Kelechi,Ade,Okoro,M,2008-12-23,2024-08-21,10,Arts,83.3,0,0,Lower Middle,2-3 Hours,0-1 Hour,2,Yes,No,At home,Civil Servant,39,,29,55,,,100,,,,95,,80,99,0,100,,81
ALA-20240922306,Titilayo,Emeka,Lawal,F,2009-01-28,2024-09-22,10,Science,85.8,2,0,Upper Middle,2-3 Hours,0-1 Hour,2,Yes,No,Tailor,Professor,100,35,,,6,,,67,63,89,,63,,100,,79,,
ALA-20240930307,Victor,Chioma,Oluwaseun,M,2010-06-06,2024-09-30,10,Science,81.4,1,1,Lower Middle,2-3 Hours,2-3 Hours,1,Yes,No,Teacher,Real Estate Agent,100,85,,,100,,,92,82,66,,70,,100,,74,,
ALA-20240801308,Samuel,,Njoku,M,2008-05-15,2024-08-01,10,Science,84.7,0,0,Low,2-3 Hours,More than 3 hours,3,Yes,No,At home,Tailor,51,89,,,83,,,54,100,100,,26,,100,,100,,
ALA-20240707309,Hadiza,Chima,Adegoke,F,2008-02-02,2024-07-07,10,Arts,83.1,0,0,Low,2-3 Hours,2-3 Hours,1,Yes,No,Sales Representative,Journalist,77,,,98,,,57,,,,56,,,69,44,61,,98
ALA-20240913310,Khadija,,Adegoke,F,2011-01-28,2024-09-13,10,Arts,85.4,1,0,Low,More than 3 hours,More than 3 hours,3,Yes,No,Journalist,Lawyer,77,,97,76,,,100,,,,45,,,55,17,100,,100
ALA-20240708311,Onyeka,,Nwosu,M,2009-02-09,2024-07-08,10,Science,83.8,0,0,Lower Middle,2-3 Hours,2-3 Hours,1,Yes,No,Barber/Hairdresser,Barber/Hairdresser,41,79,,,71,,,100,100,96,,69,,52,,83,,
ALA-20240727312,Olamide,Chioma,Nduka,M,2011-11-01,2024-07-27,10,Arts,93.1,0,0,Lower Middle,1-2 Hours,0-1 Hour,1,Yes,No,At home,Sales Representative,89,,,31,,100,59,,,,67,,77,37,47,100,,100
ALA-20240818313,Samuel,Ngozi,Adesina,M,2007-07-28,2024-08-18,10,Arts,89.3,0,0,Upper Middle,1-2 Hours,1-2 Hours,2,Yes,No,Musician,Banker,100,,,0,,,100,,,,86,,,58,16,97,100,62
ALA-20240912314,Chinedu,,Oludipe,M,2008-09-06,2024-09-12,10,Science,88.5,1,0,Lower Middle,More than 3 hours,0-1 Hour,0,No,No,Plumber,Artist,71,65,,,61,,,52,100,76,,53,,100,,46,,
ALA-20240709315,Gbenga,Tunde,Ismail,M,2010-12-29,2024-07-09,10,Science,80.8,0,0,Upper Middle,0-1 Hour,1-2 Hours,1,Yes,No,Police Officer,Accountant,34,100,,,37,,,66,88,70,,100,,100,,100,,
ALA-20240824316,Olufemi,Chukwu,Nwachukwu,M,2007-07-24,2024-08-24,10,Arts,97.6,0,0,Upper Middle,0-1 Hour,0-1 Hour,1,Yes,No,At home,Professor,97,,,88,,,83,,,,66,,,79,38,100,,84
ALA-20240712317,Temitope,,Amadi,M,2009-02-18,2024-07-12,10,Arts,89.7,1,0,Low,0-1 Hour,More than 3 hours,1,Yes,No,Fisherman,Tailor,12,,,71,,,55,,,,90,,100,65,97,100,,69
ALA-20240715318,Rasheedat,Ngozi,Mohammed,F,2010-12-14,2024-07-15,10,Science,85.7,0,0,Upper Middle,0-1 Hour,1-2 Hours,1,Yes,No,Lawyer,Pharmacist,13,8,,,57,,,55,91,81,,36,,100,,100,,
ALA-20240923319,Adekunle,,Amadi,M,2008-02-20,2024-09-23,10,Science,87.8,0,0,Low,1-2 Hours,More than 3 hours,1,Yes,No,Teacher,Security Guard,48,69,,,73,,,100,97,47,,99,,31,,94,,
ALA-20240818320,Ibrahim,Chibuike,Oluwaseun,M,2008-01-21,2024-08-18,10,Science,89.7,0,0,Lower Middle,0-1 Hour,1-2 Hours,2,Yes,No,At home,Cleaner,17,50,,,78,,,96,100,55,,57,,37,,100,,
ALA-20240728321,Olamide,Segun,Afolabi,M,2009-10-25,2024-07-28,10,Science,90.2,0,0,Low,More than 3 hours,0-1 Hour,4,Yes,No,Barber/Hairdresser,Lawyer,100,5,,,100,,,100,12,100,,100,,91,,34,,
ALA-20240708322,Oluwaseun,,Usman,M,2008-04-05,2024-07-08,10,Arts,80.9,4,0,High,1-2 Hours,2-3 Hours,2,Yes,No,At home,Journalist,100,,0,100,,82,11,,,,84,,,100,100,27,,100
ALA-20240808323,Ngozi,Abiodun,Abdullahi,F,2008-05-29,2024-08-08,10,Science,89.1,1,1,Low,0-1 Hour,1-2 Hours,0,Yes,No,Cleaner,At home,43,100,,,59,,,80,0,100,,70,,69,,93,,
ALA-20240930324,Oluwakemi,Chinwe,Aliyu,F,2010-02-09,2024-09-30,10,Arts,87.7,0,0,Lower Middle,1-2 Hours,0-1 Hour,1,Yes,No,At home,Mechanic,16,,100,100,,,56,,,,87,,,71,80,100,,54
ALA-20240716325,Obinna,Bello,Ahmed,M,2008-06-07,2024-07-16,10,Arts,90.2,0,0,Lower Middle,2-3 Hours,1-2 Hours,1,Yes,No,Sales Representative,Journalist,93,,,86,,,92,,,,62,,,99,91,100,,60
ALA-20240713326,Grace,Bello,Bello,F,2011-08-03,2024-07-13,10,Science,81.4,2,0,High,1-2 Hours,0-1 Hour,2,Yes,No,Mechanic,Restaurant Owner,37,68,,,40,,,52,54,66,,60,,76,,50,,
ALA-20240828327,Ibrahim,Onyeka,Hassan,M,2011-04-10,2024-08-28,10,Arts,92.4,0,0,Lower Middle,1-2 Hours,1-2 Hours,1,Yes,No,Nurse,Engineer,55,,,79,,,87,,,,33,,,68,66,30,,28
ALA-20240913328,Onyeka,Bello,Adebayo,M,2009-07-10,2024-09-13,10,Science,80.9,0,0,Low,0-1 Hour,2-3 Hours,2,Yes,No,Banker,Police Officer,100,98,,,91,,,93,84,68,,94,,100,,95,,
ALA-20240921329,Idris,Chidi,Adeyemi,M,2011-02-25,2024-09-21,10,Arts,95.3,0,0,Lower Middle,2-3 Hours,0-1 Hour,3,Yes,No,At home,Painter,100,,,28,,,100,,,,100,,81,77,99,39,,75
ALA-20240903330,Chinedu,Ade,Oluwaseun,M,2009-05-24,2024-09-03,10,Science,87.1,0,0,Lower Middle,1-2 Hours,2-3 Hours,1,Yes,No,Security Guard,Banker,4,0,,,94,,,71,87,93,,85,,63,,66,,
ALA-20240809331,Sarah,Oluwafemi,Adebayo,F,2011-06-19,2024-08-09,10,Arts,90.1,1,0,Low,2-3 Hours,0-1 Hour,3,Yes,No,Journalist,Restaurant Owner,98,,100,89,,,22,,,,40,,,100,51,87,,78
ALA-20240831332,Adewale,Segun,Ibrahim,M,2010-02-10,2024-08-31,10,Science,84.4,1,0,High,1-2 Hours,0-1 Hour,1,Yes,No,Barber/Hairdresser,Architect,42,71,,,98,,,25,52,100,,42,,91,,35,,
ALA-20240909333,Olanrewaju,Folake,Chukwuma,M,2011-07-20,2024-09-09,10,Arts,89.7,0,0,Low,0-1 Hour,2-3 Hours,1,Yes,No,Farmer,Security Guard,50,,,58,,,100,,,,2,,39,28,57,64,,28
ALA-20240707334,Grace,Folake,Yusuf,F,2008-07-16,2024-07-07,10,Science,93.4,0,0,Low,2-3 Hours,2-3 Hours,1,Yes,No,At home,Lawyer,85,71,,,14,,,51,28,100,,100,,100,,35,,
ALA-20240902335,Chinwe,Onyeka,Nwosu,F,2010-07-20,2024-09-02,10,Science,86.0,0,0,Low,1-2 Hours,1-2 Hours,3,Yes,No,Pharmacist,Store Manager,86,0,,,100,,,89,100,82,,93,,12,,100,,
ALA-20240821336,Uche,Oluwafemi,Bello,M,2009-11-16,2024-08-21,10,Science,80.1,0,0,Lower Middle,0-1 Hour,0-1 Hour,1,No,No,Accountant,Accountant,98,58,,,53,,,69,100,100,,100,,72,,96,,
ALA-20240821337,Tunde,Emeka,Adeyemi,M,2008-05-30,2024-08-21,10,Science,93.0,0,0,Low,1-2 Hours,2-3 Hours,1,Yes,No,Chef,Pharmacist,100,51,,,91,,,67,100,100,,100,,100,,100,,
ALA-20240726338,Olanrewaju,,Adeniyi,M,2008-04-02,2024-07-26,10,Science,86.8,0,0,Upper Middle,1-2 Hours,0-1 Hour,1,Yes,No,At home,Restaurant Owner,94,70,,,100,,,56,71,100,,34,,99,,43,,
ALA-20240911339,Khadija,Chidi,Adebayo,F,2009-06-04,2024-09-11,10,Arts,86.0,2,0,Lower Middle,1-2 Hours,More than 3 hours,1,Yes,No,Sales Representative,Fisherman,29,,,0,,,100,,,,100,,,57,100,100,,37
ALA-20240903340,Chibuike,,Chukwuma,M,2011-11-08,2024-09-03,10,Science,81.6,3,0,Low,1-2 Hours,1-2 Hours,0,Yes,No,Barber/Hairdresser,Lawyer,68,68,,,100,,,77,76,65,,61,,56,,100,,
ALA-20240817341,Olamide,Abiodun,Adekunle,M,2009-10-16,2024-08-17,10,Science,80.8,0,0,Lower Middle,2-3 Hours,1-2 Hours,1,Yes,No,At home,Mechanic,100,100,,,97,,,100,81,49,,69,,0,,12,,
ALA-20240826342,Olufemi,Abiodun,Adegoke,M,2009-01-25,2024-08-26,10,Science,86.2,0,0,High,2-3 Hours,0-1 Hour,3,Yes,No,Mechanic,Store Manager,100,86,,,80,,,69,100,100,,100,,57,,100,,
ALA-20240830343,Nnamdi,Ngozi,Okoro,M,2010-06-21,2024-08-30,10,Science,82.0,1,0,Upper Middle,1-2 Hours,2-3 Hours,1,Yes,No,Civil Servant,Business Owner,70,84,,,65,,,0,30,100,,66,,53,,84,,
ALA-20240803344,Gbenga,Abiodun,Aliyu,M,2008-09-21,2024-08-03,10,Arts,80.2,1,0,Low,1-2 Hours,1-2 Hours,1,Yes,No,Nurse,Journalist,67,,,100,,,44,,,,81,,,81,50,59,,27
ALA-20240719345,Olamide,,Ahmed,M,2009-08-10,2024-07-19,10,Arts,84.2,0,0,Lower Middle,2-3 Hours,0-1 Hour,2,No,No,Chef,At home,39,,,100,,65,93,,,,100,,,100,25,100,89,100
ALA-20240914346,Ebele,Onyeka,Ibrahim,F,2007-01-14,2024-09-14,10,Arts,94.9,0,0,Upper Middle,1-2 Hours,0-1 Hour,1,Yes,No,At home,Mechanic,100,,,78,,,56,,,,100,,,87,29,79,100,64
ALA-20240708347,Olufemi,Chima,Okafor,M,2008-12-10,2024-07-08,10,Arts,89.7,0,0,Low,2-3 Hours,0-1 Hour,2,Yes,No,Restaurant Owner,Carpenter,84,,,31,,,90,,,,42,,,100,100,84,,100
ALA-20240723348,Olamide,Chukwu,Usman,M,2011-03-04,2024-07-23,10,Science,85.3,0,0,Upper Middle,1-2 Hours,2-3 Hours,1,Yes,No,Market Trader,Painter,96,100,,,79,,,100,60,19,,89,,100,,100,,
ALA-20240803349,Ronke,,Musa,F,2008-03-20,2024-08-03,10,Arts,84.8,1,0,Low,1-2 Hours,1-2 Hours,1,Yes,No,Mechanic,Nurse,41,,,100,,,100,,,,100,,51,84,100,11,100,100
ALA-20240904350,Adebisi,Onyeka,Ogunleye,M,2011-03-14,2024-09-04,10,Science,93.8,0,0,Lower Middle,1-2 Hours,0-1 Hour,2,Yes,No,At home,Restaurant Owner,0,41,,,100,,,78,36,100,,50,,99,,89,,
ALA-20240814351,Gbenga,Chima,Adewale,M,2008-01-25,2024-08-14,10,Science,90.0,1,0,Upper Middle,2-3 Hours,1-2 Hours,1,Yes,No,Banker,Farmer,76,100,,,56,,,98,100,100,,79,,93,,92,,
ALA-20240922352,Chinedu,,Chukwu,M,2008-08-17,2024-09-22,10,Science,84.8,1,0,Lower Middle,2-3 Hours,0-1 Hour,1,Yes,No,Secretary,Secretary,77,37,,,100,,,60,100,64,,87,,79,,61,,
ALA-20240902353,Hakeem,,Okonkwo,M,2010-12-08,2024-09-02,10,Arts,81.7,0,0,Low,2-3 Hours,0-1 Hour,1,Yes,No,At home,Business Owner,100,,100,100,,21,100,,,,100,,100,89,87,100,,96
ALA-20240720354,Oluwakemi,,Amadi,F,2011-03-11,2024-07-20,10,Arts,90.2,1,1,Low,More than 3 hours,More than 3 hours,1,Yes,No,At home,Construction Worker,75,,,100,,,100,,,,58,,,100,68,100,,100
ALA-20240713355,Idris,Chidi,Nduka,M,2010-11-02,2024-07-13,10,Arts,91.1,0,0,Lower Middle,1-2 Hours,0-1 Hour,0,Yes,No,Fisherman,Journalist,88,,,92,,,94,,,,38,,82,91,100,52,32,0
ALA-20240811356,Zainab,Tunde,Oludipe,F,2010-09-08,2024-08-11,10,Science,84.0,0,0,Lower Middle,0-1 Hour,0-1 Hour,1,Yes,No,Nurse,Construction Worker,100,100,,,95,,,41,74,100,,46,,48,,47,,
ALA-20240812357,Hadiza,Oluseyi,Ibrahim,F,2011-03-25,2024-08-12,10,Arts,82.7,3,0,Upper Middle,1-2 Hours,2-3 Hours,1,Yes,No,Journalist,Engineer,56,,,54,,,60,,,,24,,50,39,82,100,,66
ALA-20240925358,Aisha,Chidi,Bello,F,2008-10-11,2024-09-25,10,Arts,85.7,0,0,Upper Middle,More than 3 hours,0-1 Hour,1,Yes,No,Musician,Tailor,88,,100,100,,,67,,,,77,,,100,88,44,100,100
ALA-20240919359,Emeka,,Adekunle,M,2008-07-03,2024-09-19,10,Science,90.0,0,0,Low,2-3 Hours,More than 3 hours,1,Yes,No,Store Manager,Sales Representative,34,100,,,58,,,59,100,100,,92,,100,,100,,
ALA-20240817360,Habiba,Abiodun,Okafor,F,2008-12-11,2024-08-17,10,Arts,86.3,0,0,Low,1-2 Hours,1-2 Hours,1,Yes,No,Restaurant Owner,Driver,90,,,100,,,32,,,,100,,,100,81,100,,100
ALA-20240831361,Emmanuel,Onyeka,Yusuf,M,2011-03-06,2024-08-31,10,Science,86.5,1,0,Low,2-3 Hours,1-2 Hours,3,Yes,No,Nurse,Carpenter,97,78,,,100,,,73,100,100,,59,,100,,82,,
ALA-20240709362,Adebisi,Chinwe,Hassan,M,2009-05-02,2024-07-09,10,Arts,83.4,0,0,Lower Middle,0-1 Hour,2-3 Hours,0,Yes,No,IT Specialist,Professor,41,,100,86,,,83,,,,100,,37,64,100,21,,100
ALA-20240826363,Adebisi,,Chukwu,M,2011-04-02,2024-08-26,10,Science,82.0,1,0,Lower Middle,1-2 Hours,1-2 Hours,1,Yes,No,Real Estate Agent,Business Owner,82,100,,,100,,,100,8,49,,75,,50,,52,,
ALA-20240822364,Adenike,,Adesina,F,2008-07-15,2024-08-22,10,Science,91.9,1,0,Lower Middle,More than 3 hours,2-3 Hours,0,Yes,No,At home,Sales Representative,100,59,,,24,,,0,100,81,,100,,91,,100,,
ALA-20240905365,Adekunle,Oluseyi,Adeniyi,M,2008-10-30,2024-09-05,10,Arts,89.3,0,0,Lower Middle,More than 3 hours,More than 3 hours,1,No,No,IT Specialist,Electrician,82,,,100,,,100,,,,89,,,13,95,27,12,100
ALA-20240911366,Abdul,,Eze,M,2007-11-21,2024-09-11,10,Science,92.0,0,0,Lower Middle,2-3 Hours,0-1 Hour,1,Yes,No,Teacher,Store Manager,100,60,,,80,,,99,87,68,,59,,100,,66,,
ALA-20240924367,Hadiza,Ade,Oluwaseun,F,2011-03-24,2024-09-24,10,Arts,84.6,2,1,Lower Middle,2-3 Hours,1-2 Hours,0,Yes,No,Fisherman,Fisherman,96,,,76,,,0,,,,100,,,85,44,100,,100
ALA-20240914368,Tunde,,Adewale,M,2010-06-20,2024-09-14,10,Science,85.2,1,0,High,0-1 Hour,More than 3 hours,1,No,Yes,Security Guard,At home,100,100,,,75,,,39,100,34,,100,,92,,87,,
ALA-20240909369,Chinyere,Chukwu,Okafor,F,2008-07-05,2024-09-09,10,Arts,90.3,1,0,Low,1-2 Hours,More than 3 hours,3,Yes,No,Contractor,Fisherman,66,,,100,,56,100,,,,96,,,76,38,100,,100
ALA-20240727370,Omolara,Tunde,Aliyu,F,2009-07-24,2024-07-27,10,Science,88.5,0,0,Lower Middle,More than 3 hours,More than 3 hours,1,Yes,No,Market Trader,Chef,100,100,,,32,,,53,100,100,,100,,45,,96,,
ALA-20240918371,Halima,Chidi,Ibrahim,F,2010-07-06,2024-09-18,10,Arts,84.9,0,0,Lower Middle,2-3 Hours,0-1 Hour,2,Yes,No,At home,Mechanic,15,,72,58,,100,66,,,,100,,,81,100,100,,77
ALA-20240923372,Adekunle,,Obasanjo,M,2009-04-22,2024-09-23,10,Arts,87.4,2,0,Lower Middle,More than 3 hours,1-2 Hours,1,Yes,No,Engineer,Architect,100,,,100,,,79,,,,100,,,78,45,71,,87
ALA-20240719373,Babatunde,Oluwafemi,Adesina,M,2008-12-12,2024-07-19,10,Science,84.9,0,0,Low,1-2 Hours,0-1 Hour,0,Yes,No,Artist,Painter,85,49,,,81,,,100,77,95,,100,,100,,55,,
ALA-20240920374,Olusegun,Tunde,Adeyemi,M,2011-02-04,2024-09-20,10,Science,85.8,3,0,Low,1-2 Hours,1-2 Hours,0,Yes,No,Teacher,At home,60,20,,,100,,,100,46,100,,100,,68,,79,,
ALA-20240817375,Olusegun,Ade,Adebayo,M,2009-04-25,2024-08-17,10,Science,91.9,1,0,Lower Middle,0-1 Hour,0-1 Hour,1,Yes,No,Business Owner,IT Specialist,91,100,,,67,,,100,89,100,,79,,100,,62,,
ALA-20240719376,Funmilayo,Chinwe,Okafor,F,2011-08-30,2024-07-19,10,Arts,93.1,1,0,High,1-2 Hours,1-2 Hours,1,Yes,No,Cleaner,Police Officer,45,,,100,,,69,,,,71,,,6,100,57,33,72
ALA-20240705377,Ifeoma,Chibuike,Bello,F,2009-02-21,2024-07-05,10,Arts,87.6,0,0,Lower Middle,2-3 Hours,2-3 Hours,2,No,No,Pastor/Imam,Police Officer,62,,,27,,,63,,,,72,,100,100,69,85,,96
ALA-20240703378,Sarah,Abiodun,Chukwu,F,2011-09-15,2024-07-03,10,Arts,89.7,0,0,Lower Middle,More than 3 hours,0-1 Hour,1,Yes,No,Plumber,Plumber,100,,,67,,,76,,,,100,,,68,89,100,,89
ALA-20240715379,Nneka,Emeka,Abdullahi,F,2011-09-28,2024-07-15,10,Arts,96.0,0,0,Lower Middle,0-1 Hour,2-3 Hours,1,Yes,No,Tailor,Real Estate Agent,100,,,96,,,62,,,,57,,,92,41,85,16,100
ALA-20240909380,Bisi,,Chukwu,F,2009-12-25,2024-09-09,10,Arts,92.9,0,0,Low,0-1 Hour,1-2 Hours,1,Yes,No,Journalist,Doctor,74,,,47,,100,92,,,,100,,,37,69,98,,73
ALA-20240802381,Bunmi,Chidi,Mohammed,F,2009-05-27,2024-08-02,10,Science,82.5,0,0,Lower Middle,0-1 Hour,0-1 Hour,2,Yes,No,Cleaner,Nurse,80,52,,,6,,,59,83,53,,90,,26,,15,,
ALA-20240812382,Adewale,Bello,Okonkwo,M,2009-09-26,2024-08-12,10,Science,95.6,1,0,High,1-2 Hours,More than 3 hours,2,Yes,No,At home,Artist,66,81,,,81,,,100,66,100,,66,,55,,88,,
ALA-20240727383,Chibuike,Emeka,Nwachukwu,M,2009-12-10,2024-07-27,10,Science,89.1,0,0,Lower Middle,1-2 Hours,0-1 Hour,0,Yes,Yes,Chef,Police Officer,91,60,,,71,,,100,67,33,,61,,69,,81,,
ALA-20240701384,Kelechi,Ade,Chukwu,M,2008-06-01,2024-07-01,10,Science,78.3,1,0,Low,2-3 Hours,0-1 Hour,1,Yes,No,At home,Business Owner,66,100,,,99,,,100,100,68,,100,,63,,55,,
ALA-20240816385,Adebayo,,Okoye,M,2008-08-29,2024-08-16,10,Arts,82.3,1,0,High,2-3 Hours,0-1 Hour,0,Yes,No,Fisherman,Cleaner,54,,94,100,,,83,,,,88,,,100,88,97,,85
ALA-20240710386,Adenike,Chioma,Hassan,F,2009-01-08,2024-07-10,10,Science,98.1,1,0,Lower Middle,1-2 Hours,More than 3 hours,0,Yes,No,At home,Architect,83,100,,,100,,,94,50,37,,100,,100,,63,,
ALA-20240721387,Ifeoma,Bello,Adesina,F,2010-11-01,2024-07-21,10,Science,81.8,1,0,Lower Middle,More than 3 hours,2-3 Hours,0,Yes,No,At home,Construction Worker,69,46,,,96,,,100,100,100,,100,,0,,84,,
ALA-20240814388,Olabisi,Chinwe,Nwankwo,F,2008-08-24,2024-08-14,10,Arts,83.7,0,0,Low,1-2 Hours,2-3 Hours,1,Yes,No,Pastor/Imam,Secretary,91,,,41,,25,100,,,,100,,,79,44,77,,17
ALA-20240726389,Ibrahim,,Ogunleye,M,2010-10-06,2024-07-26,10,Science,91.2,0,0,Upper Middle,1-2 Hours,0-1 Hour,2,Yes,No,Mechanic,At home,100,76,,,94,,,100,32,75,,41,,90,,100,,
ALA-20240726390,Adebayo,Oluseyi,Chukwu,M,2009-02-11,2024-07-26,10,Arts,84.4,0,0,Low,1-2 Hours,1-2 Hours,0,Yes,No,Engineer,Professor,100,,87,71,,,54,,,,21,,,77,36,100,,57
ALA-20240819391,Adekunle,Ola,Chukwuma,M,2008-03-11,2024-08-19,10,Science,79.4,1,1,Upper Middle,2-3 Hours,1-2 Hours,4,Yes,No,Painter,Secretary,59,90,,,32,,,0,50,68,,100,,58,,100,,
ALA-20240716392,Oluwakemi,Onyeka,Okafor,F,2011-10-09,2024-07-16,10,Science,87.3,0,0,Low,1-2 Hours,0-1 Hour,1,Yes,No,Pharmacist,Accountant,82,100,,,74,,,36,100,77,,79,,0,,49,,
ALA-20240730393,Temitope,Chukwu,Olanrewaju,M,2011-08-27,2024-07-30,10,Arts,90.2,1,0,Lower Middle,1-2 Hours,1-2 Hours,4,Yes,Yes,Tailor,Civil Servant,100,,,39,,,100,,,,78,,,99,43,90,53,73
ALA-20240926394,Olamide,Abiodun,Njoku,M,2010-12-30,2024-09-26,10,Science,92.1,0,0,Low,0-1 Hour,0-1 Hour,1,Yes,No,At home,Police Officer,100,84,,,0,,,31,100,82,,54,,100,,52,,
ALA-20240914395,Nnamdi,,Okoye,M,2010-03-29,2024-09-14,10,Arts,83.8,1,0,Low,1-2 Hours,0-1 Hour,1,Yes,No,Cleaner,Contractor,73,,,32,,,90,,,,25,,,100,75,91,,53
ALA-20240913396,Precious,Tunde,Ismail,F,2009-07-31,2024-09-13,10,Science,81.8,0,0,Low,1-2 Hours,1-2 Hours,0,Yes,No,At home,Doctor,76,100,,,67,,,63,70,45,,100,,44,,100,,
ALA-20240716397,Ikenna,,Hassan,M,2007-03-17,2024-07-16,10,Science,92.4,0,0,Lower Middle,1-2 Hours,2-3 Hours,0,Yes,No,Tailor,Shopkeeper,85,65,,,100,,,55,57,71,,69,,4,,52,,
ALA-20240720398,Ikenna,,Ismail,M,2011-09-24,2024-07-20,10,Science,92.5,0,0,Lower Middle,2-3 Hours,0-1 Hour,3,Yes,No,Farmer,Electrician,6,100,,,100,,,89,84,100,,68,,0,,71,,
ALA-20240730399,Yetunde,Chibuike,Ismail,F,2009-10-21,2024-07-30,10,Science,87.3,2,1,Lower Middle,1-2 Hours,More than 3 hours,2,Yes,No,At home,Cleaner,60,83,,,47,,,86,100,100,,33,,81,,36,,
ALA-20240925400,Chukwudi,,Ahmed,M,2009-12-09,2024-09-25,10,Science,90.2,3,0,Low,1-2 Hours,2-3 Hours,1,Yes,No,Nurse,Engineer,88,100,,,75,,,100,30,56,,100,,77,,73,,
ALA-20240710401,Folake,Emeka,Nwachukwu,F,2007-11-10,2024-07-10,10,Science,83.9,1,0,High,1-2 Hours,0-1 Hour,1,Yes,No,At home,At home,50,86,,,97,,,85,100,4,,7,,100,,57,,
ALA-20240728402,Olufemi,,Chukwu,M,2011-08-13,2024-07-28,10,Arts,100.0,2,0,High,0-1 Hour,More than 3 hours,3,Yes,No,Musician,Musician,100,,,73,,87,100,,,,100,,,41,100,65,,100
ALA-20240803403,Temitope,,Usman,M,2009-04-29,2024-08-03,10,Arts,94.0,0,0,High,1-2 Hours,0-1 Hour,0,Yes,No,Musician,At home,100,,,55,,,100,,,,21,,,27,57,100,,100
ALA-20240718404,Ronke,Abdul,Usman,F,2009-04-06,2024-07-18,10,Science,87.9,0,0,Low,2-3 Hours,2-3 Hours,3,Yes,No,At home,Store Manager,45,80,,,100,,,72,100,36,,54,,93,,54,,
ALA-20240815405,Olanrewaju,Onyeka,Olanrewaju,M,2011-12-05,2024-08-15,10,Arts,94.8,0,0,Upper Middle,More than 3 hours,2-3 Hours,1,Yes,No,Plumber,Mechanic,100,,,58,,55,74,,,,92,,,64,100,97,,34
ALA-20240707406,Ibrahim,,Okafor,M,2011-05-29,2024-07-07,10,Science,88.7,0,0,High,0-1 Hour,0-1 Hour,1,Yes,No,Civil Servant,At home,7,38,,,51,,,70,100,65,,72,,95,,82,,
ALA-20240921407,Gbenga,,Adegoke,M,2008-05-18,2024-09-21,10,Science,82.5,2,0,Low,1-2 Hours,0-1 Hour,0,No,No,Restaurant Owner,IT Specialist,100,92,,,100,,,83,18,34,,100,,0,,100,,
ALA-20240918408,Onyeka,Emeka,Nwosu,M,2009-11-12,2024-09-18,10,Science,86.0,0,0,Upper Middle,0-1 Hour,1-2 Hours,4,Yes,No,Architect,Civil Servant,96,83,,,53,,,0,25,58,,100,,100,,100,,
ALA-20240717409,Zainab,Bello,Onwuka,F,2011-01-07,2024-07-17,10,Arts,92.0,1,0,Lower Middle,1-2 Hours,More than 3 hours,1,Yes,No,Shopkeeper,Banker,100,,,100,,,85,,,,32,,,15,100,100,,43
ALA-20240719410,Adebayo,Chioma,Ismail,M,2008-09-08,2024-07-19,10,Arts,80.6,2,0,High,1-2 Hours,0-1 Hour,1,Yes,No,Market Trader,Electrician,62,,,0,,100,67,,,,33,,,100,100,68,,100
ALA-20240701411,Adekunle,Chibuike,Abubakar,M,2010-03-10,2024-07-01,10,Arts,86.3,1,0,Lower Middle,1-2 Hours,1-2 Hours,1,Yes,No,At home,Fisherman,96,,,19,,,54,,,,71,,38,70,100,100,,53
ALA-20240715412,Mohammed,Ngozi,Chukwu,M,2009-06-12,2024-07-15,10,Science,82.9,0,0,Low,2-3 Hours,1-2 Hours,4,Yes,No,Sales Representative,Driver,55,66,,,65,,,60,49,46,,100,,88,,100,,
